name,hp,atk,def,spa,spd,spe,weight,height,formats,generation,format codes,Weaknesses,Strong Weaknesses,Resists,Strong Resists,Immune,STAB,Resistance Index,Entry Hazards,Hazard Removal,Removal Deterrent,Cleric,Pivot,Item Removal,Setup,Priority,HP Drain,HP Recovery,Weather Set,Weather Gimmick,Physical Cutoff 1,Physical Cutoff 2,Physical Cutoff 3,Physical Cutoff 4,Physical Cutoff 5,Physical Cutoff 6,Physical Coverage 1,Physical Coverage 2,Physical Coverage 3,Physical Coverage 4,Special Cutoff 1,Special Cutoff 2,Special Cutoff 3,Special Cutoff 4,Special Cutoff 5,Special Cutoff 6,Special Cutoff 7,Special Coverage 1,Special Coverage 2,Special Coverage 3,Special Coverage 4,Special Coverage 5,Special Coverage 6,Special Coverage 7,Special Coverage 8,Special Coverage 9,Special Coverage 10,Misc Status,Unique Powerful Move,Ability Cutoff 1,Ability Cutoff 2,Ability Cutoff 3,Ability Cutoff 4,Ability Cutoff 5,Ability Cutoff 6,Best Ability,Best Ability <100,Unique Powerful Ability,oldformats,oldformat codes
Politoed,90,75,75,90,100,70,33.9,1.1,ZU,GS,0,2,0,4,0,0,1,2,0,0,0,0,0,0,3,0,0,0,1,2,19,10,6,5,3,1,7,7,6,2.0,12,10,9,8,7,6,4,6,6,6,6,6,4.0,4.0,2.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,53.84615384615385,0,ZU,0
Wooper,55,45,45,25,25,15,8.5,0.4,ZU,GS,0,0,1,4,0,1,2,6,0,0,0,0,0,0,2,0,0,1,0,1,10,7,4,3,2,1,7,6,6,1.0,13,10,8,7,7,6,5,7,6,6,6,4,2.0,2.0,0.0,0.0,0.0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,53.84615384615385,53.84615384615385,0,ZU,0
Quagsire,95,85,85,65,65,35,75.0,1.4,OU,GS,5,0,1,4,0,1,2,6,0,0,0,0,0,0,2,0,0,1,0,1,21,13,9,7,4,2,8,8,7,2.0,14,11,9,8,8,7,5,8,7,7,7,6,4.0,4.0,2.0,1.0,1.0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,53.84615384615385,53.84615384615385,0,UU,4
Espeon,65,65,60,130,95,110,26.5,0.9,NU,GS,2,3,0,2,0,0,1,-1,0,2,0,2,0,0,3,1,0,1,0,2,6,5,2,1,1,1,6,5,4,1.0,9,9,8,8,6,5,3,6,5,5,5,5,3.0,3.0,3.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,27.27272727272727,0,NU,2
Umbreon,95,65,110,60,130,65,27.0,1.0,UU,GS,4,3,0,2,0,1,1,3,0,0,0,2,0,0,2,2,0,1,0,2,10,7,3,3,2,0,5,4,4,1.0,6,6,6,5,4,2,1,6,5,5,5,5,3.0,2.0,2.0,1.0,1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,27.27272727272727,27.27272727272727,0,RU,3
Slowking,95,75,80,100,110,30,79.5,2.0,OU,GS,5,5,0,6,0,0,2,1,0,0,0,0,1,0,4,0,2,2,0,2,18,11,7,6,3,1,10,10,8,2.0,19,17,16,15,13,10,7,11,11,11,11,10,8.0,8.0,5.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,37.5,0,OU,5
Wobbuffet,190,33,58,33,58,33,28.5,1.3,ZU,GS,0,3,0,2,0,0,1,-1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,75.0,0,ZU,0
Dunsparce,100,70,70,65,65,45,14.0,1.5,ZU,GS,0,1,0,0,0,1,1,3,2,0,0,0,0,0,4,0,0,1,0,2,18,13,9,6,2,1,14,13,9,1.0,12,11,10,9,9,7,4,10,9,9,9,5,4.0,3.0,1.0,0.0,0.0,4,0,1.0,1.0,0.0,0.0,0.0,0.0,60.0,60.0,0,ZU,0
Steelix,75,85,200,55,65,30,400.0,9.2,RU,GS,3,4,0,7,1,2,2,13,2,0,0,0,0,0,4,0,0,0,0,1,29,25,16,12,10,3,12,12,8,3.0,7,6,6,5,3,1,0,6,6,6,6,5,2.0,2.0,2.0,2.0,1.0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,57.14285714285714,57.14285714285714,0,RU,3
Scizor,70,130,100,55,80,65,118.0,1.8,OU,GS,5,0,1,7,1,1,2,11,0,1,0,0,3,2,4,3,0,1,0,0,17,11,6,4,1,0,9,8,4,2.0,4,4,4,3,2,2,1,5,5,5,5,3,2.0,2.0,2.0,2.0,1.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,54.54545454545454,54.54545454545454,0,UU,4
Shuckle,20,10,230,10,230,5,20.5,0.6,PU,GS,1,3,0,2,0,0,2,-1,4,0,2,0,0,2,5,0,0,0,0,0,14,12,5,4,3,2,6,6,4,2.0,7,5,4,4,4,4,2,5,5,5,4,2,0.0,0.0,0.0,0.0,0.0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,57.14285714285714,57.14285714285714,0,ZU,0
Heracross,80,125,75,40,95,85,54.0,1.5,RU,GS,3,3,1,5,0,0,2,0,3,0,0,0,0,2,5,2,0,0,0,0,27,20,11,8,5,3,10,9,6,3.0,1,1,1,1,1,1,0,4,4,4,3,2,2.0,2.0,2.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,75.0,0,RU,3
Sneasel,55,95,55,35,75,115,28.0,0.9,PU,GS,1,5,1,3,0,1,2,0,0,0,0,0,0,2,4,2,0,0,0,1,24,15,9,7,4,2,11,11,8,2.0,7,6,6,4,4,2,1,7,6,6,6,5,2.0,1.0,0.0,0.0,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,26.31578947368421,26.31578947368421,0,ZU,0
Swinub,50,50,40,30,30,50,6.5,0.4,ZU,GS,0,5,0,1,0,1,2,0,2,0,0,0,0,0,2,2,0,0,0,2,13,11,5,5,3,2,6,6,5,2.0,7,4,4,3,3,3,2,4,4,4,4,2,1.0,1.0,0.0,0.0,0.0,1,0,1.0,1.0,1.0,1.0,1.0,0.0,85.71428571428571,85.71428571428571,0,ZU,0
Piloswine,100,100,80,60,60,50,55.8,1.1,ZU,GS,0,5,0,1,0,1,2,0,2,0,0,0,0,0,2,2,0,0,0,2,17,15,8,6,4,3,7,6,5,2.0,7,4,4,3,3,3,2,4,4,4,4,3,2.0,2.0,1.0,1.0,1.0,1,0,1.0,1.0,1.0,1.0,1.0,0.0,85.71428571428571,85.71428571428571,0,ZU,0
Remoraid,35,65,35,65,35,65,12.0,0.6,ZU,GS,0,2,0,4,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,1,11,10,5,4,2,0,7,7,5,2.0,13,11,9,8,8,7,7,8,8,7,6,5,4.0,4.0,2.0,2.0,2.0,3,0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0,ZU,0
Octillery,75,105,75,105,75,45,28.5,0.9,ZU,GS,0,2,0,4,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,1,14,12,7,6,3,0,8,8,5,2.0,17,15,13,12,11,9,9,10,10,10,9,8,4.0,4.0,2.0,2.0,2.0,3,0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0,ZU,0
Delibird,45,55,45,65,45,75,16.0,0.9,ZU,GS,0,3,1,2,0,1,2,1,3,1,0,0,0,0,3,2,0,0,0,2,20,14,8,8,3,2,10,9,7,4.0,6,5,4,3,3,3,2,5,4,4,4,2,2.0,2.0,1.0,0.0,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0,ZU,0
Skarmory,65,80,140,40,70,70,50.5,1.7,Uber,GS,6,2,0,6,2,2,2,16,3,1,0,0,0,0,4,0,0,1,0,0,14,11,6,6,3,1,8,7,6,2.0,5,4,4,3,2,1,0,7,6,5,5,2,1.0,1.0,1.0,1.0,0.0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,57.14285714285714,57.14285714285714,0,OU,5
Kingdra,75,95,95,95,95,85,152.0,1.8,UU,GS,4,2,0,1,2,0,2,3,0,0,0,0,3,0,4,0,0,0,0,5,9,9,5,5,3,0,5,5,5,2.0,12,11,10,9,7,6,5,7,7,7,6,6,5.0,5.0,2.0,1.0,1.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,NU,2
Porygon2,85,80,90,105,95,60,32.5,0.6,RU,GS,3,1,0,0,0,1,1,3,0,0,0,0,1,0,3,0,0,1,0,2,6,4,2,1,1,0,5,5,4,1.0,11,10,9,8,7,6,4,5,5,5,5,5,4.0,3.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,66.66666666666666,0,RU,3
Smoochum,45,30,15,85,65,65,6.0,0.4,ZU,GS,0,6,0,2,0,0,2,-4,0,0,0,2,0,0,4,1,1,0,0,2,12,7,3,2,0,0,6,5,4,1.0,9,8,7,6,5,4,3,6,5,5,5,4,2.0,1.0,0.0,0.0,0.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,37.5,37.5,0,ZU,0
Elekid,45,63,37,65,55,95,23.5,0.6,ZU,GS,0,1,0,3,0,0,1,2,0,0,0,0,3,0,2,1,0,0,0,2,16,10,7,3,0,0,7,7,5,2.0,5,5,4,4,4,3,2,4,3,3,3,3,1.0,1.0,1.0,0.0,0.0,3,0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0,ZU,0
Magby,45,75,37,70,55,83,21.4,0.7,ZU,GS,0,3,0,6,0,0,1,3,0,0,0,0,0,0,3,2,0,0,0,0,15,8,5,2,1,1,7,7,5,3.0,8,8,8,8,7,6,5,5,4,4,4,4,2.0,2.0,2.0,0.0,0.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,ZU,0
Miltank,95,80,105,40,70,100,75.5,1.2,PU,GS,1,1,0,0,0,1,1,3,2,0,0,1,0,0,2,0,0,1,0,2,27,19,15,8,5,1,10,10,10,3.0,9,8,7,6,6,4,2,8,7,7,7,7,5.0,5.0,4.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,85.71428571428571,0,ZU,0
Blissey,255,10,10,75,135,55,46.8,1.5,Uber,GS,6,1,0,0,0,1,1,3,2,0,0,3,1,0,3,0,2,1,0,2,22,14,9,5,1,1,9,9,9,2.0,16,15,14,13,10,8,6,10,9,9,9,8,6.0,5.0,3.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,60.0,0,OU,5
Larvitar,50,64,50,45,50,41,72.0,0.6,ZU,GS,0,4,2,4,1,1,2,2,2,0,0,0,0,0,5,0,0,0,0,1,18,15,8,7,4,2,7,7,7,3.0,4,3,3,2,2,1,0,5,5,5,5,4,1.0,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,ZU,0
Pupitar,70,84,70,65,70,51,152.0,1.2,ZU,GS,0,4,2,4,1,1,2,2,2,0,0,0,0,0,4,0,0,0,0,0,18,15,8,7,4,2,7,7,7,3.0,4,3,3,2,2,1,0,5,5,5,5,4,1.0,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,ZU,0
Tyranitar,100,134,110,95,100,61,202.0,2.0,Uber,GS,6,6,1,6,0,1,2,2,2,0,0,0,0,0,4,0,0,0,1,2,41,32,21,15,8,2,14,14,11,3.0,15,14,13,11,10,7,5,10,10,10,10,9,6.0,6.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,18.181818181818183,0,OU,5
Lugia,106,90,130,90,154,110,216.0,5.2,Uber,GS,6,5,0,2,1,1,2,3,0,1,0,0,0,0,3,0,2,1,0,3,13,11,7,6,3,1,9,9,7,2.0,18,16,15,14,12,10,6,10,10,10,10,9,6.0,6.0,3.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,65.21739130434783,0,Uber,6
Ho-Oh,106,130,90,110,154,90,199.0,3.8,Uber,GS,6,2,1,4,2,1,2,8,0,1,0,0,0,0,3,0,2,2,0,2,9,8,6,5,4,3,7,7,6,3.0,16,15,15,15,13,10,6,9,9,9,9,6,4.0,4.0,4.0,1.0,1.0,3,1,1.0,1.0,1.0,1.0,1.0,1.0,100.0,65.21739130434783,0,Uber,6
Celebi,100,100,100,100,100,100,5.0,0.6,RU,GS,3,6,1,6,0,0,2,-2,2,0,0,2,3,0,4,2,2,1,0,2,7,7,5,3,1,1,4,4,3,1.0,12,11,10,10,9,8,3,11,11,11,11,8,3.0,3.0,3.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,NU,2
Milotic,95,60,79,100,125,81,162.0,6.2,UU,RS,4,2,0,4,0,0,1,2,0,0,2,0,3,0,4,0,0,1,0,2,11,9,5,5,3,1,8,8,3,1.0,9,7,6,5,4,3,3,6,6,5,5,4,3.0,3.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,0.0,83.33333333333334,83.33333333333334,1,RU,3
Treecko,40,45,35,65,55,70,5.0,0.5,ZU,RS,0,5,0,4,0,0,1,-1,0,0,0,0,0,0,4,1,2,1,0,2,22,14,8,4,1,0,10,10,8,2.0,4,4,4,4,2,1,1,4,3,3,3,1,1.0,1.0,1.0,0.0,0.0,1,0,1.0,1.0,1.0,1.0,1.0,0.0,85.71428571428571,85.71428571428571,0,ZU,0
Grovyle,50,65,45,85,65,95,21.6,0.9,ZU,RS,0,5,0,4,0,0,1,-1,0,0,0,0,0,0,4,1,2,1,0,2,24,16,10,6,2,1,10,10,9,2.0,4,4,4,4,2,1,1,4,3,3,3,1,1.0,1.0,1.0,0.0,0.0,1,0,1.0,1.0,1.0,1.0,1.0,0.0,85.71428571428571,85.71428571428571,0,ZU,0
Sceptile,70,85,65,105,85,120,52.2,1.7,NU,RS,2,5,0,4,0,0,1,-1,0,0,0,0,0,0,4,1,2,1,0,2,30,21,15,11,3,2,12,12,10,3.0,6,6,6,6,3,2,1,5,4,4,4,4,3.0,3.0,3.0,2.0,2.0,1,0,1.0,1.0,1.0,1.0,1.0,0.0,85.71428571428571,85.71428571428571,0,NU,2
Torchic,45,60,40,70,50,45,2.5,0.4,ZU,RS,0,3,0,6,0,0,1,3,0,1,0,0,0,0,5,1,0,0,0,0,16,12,4,3,1,1,8,8,5,2.0,5,5,5,5,4,3,3,3,2,2,2,1,1.0,1.0,1.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,25.0,0,ZU,0
Combusken,60,85,60,85,60,55,19.5,0.9,ZU,RS,0,4,0,5,1,0,2,3,0,1,0,0,0,0,5,2,0,0,0,0,22,15,7,4,2,1,12,12,8,3.0,6,6,6,6,5,4,3,4,3,3,3,2,2.0,2.0,2.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,25.0,0,ZU,0
Blaziken,80,120,70,110,70,80,52.0,1.9,OU,RS,5,4,0,5,1,0,2,3,0,1,0,0,3,2,5,2,0,0,0,1,30,23,15,11,8,5,12,12,8,4.0,8,8,8,8,7,5,3,4,4,4,4,3,3.0,3.0,3.0,2.0,2.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,25.0,0,OU,5
Mudkip,50,70,50,50,50,40,7.6,0.4,ZU,RS,0,2,0,4,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,1,13,9,4,3,1,0,8,8,6,2.0,10,8,7,6,6,5,4,6,6,6,6,5,2.0,2.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,75.0,0,ZU,0
Marshtomp,70,85,70,60,70,50,28.0,0.7,ZU,RS,0,0,1,4,0,1,2,6,2,0,0,0,0,0,2,0,0,0,0,1,20,13,7,6,2,1,8,8,7,2.0,11,8,7,6,6,5,4,6,6,6,6,5,2.0,2.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,75.0,0,ZU,0
Swampert,100,110,90,85,90,60,81.9,1.5,OU,RS,5,0,1,4,0,1,2,6,2,0,0,0,3,0,3,0,0,0,0,1,29,21,15,11,6,2,9,9,9,3.0,12,9,8,7,7,6,4,7,7,7,7,6,4.0,4.0,3.0,2.0,2.0,2,0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,75.0,0,OU,5
Ralts,28,25,25,45,35,40,6.6,0.4,ZU,RS,0,3,0,1,1,1,2,4,0,0,0,1,1,2,3,2,1,0,0,1,9,7,4,1,0,0,6,6,5,1.0,11,10,9,9,7,6,4,8,7,7,7,5,1.0,1.0,1.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,27.27272727272727,0,ZU,0
Kirlia,38,35,35,65,55,50,20.2,0.8,ZU,RS,0,3,0,1,1,1,2,4,0,0,0,1,1,2,3,2,1,0,0,1,10,8,5,2,1,1,6,6,5,1.0,11,10,9,9,7,6,4,8,7,7,7,5,1.0,1.0,1.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,27.27272727272727,0,ZU,0
Gardevoir,68,65,65,125,115,80,48.4,1.6,UU,RS,4,3,0,1,1,1,2,4,0,0,0,3,1,2,3,2,1,0,0,2,10,8,5,2,1,1,6,6,5,1.0,15,14,13,13,11,9,6,10,9,9,9,7,3.0,3.0,3.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,27.27272727272727,0,RU,3
Exploud,104,91,63,91,73,68,84.0,1.5,NU,RS,2,1,0,0,0,1,1,3,0,0,0,0,0,0,2,0,0,0,0,1,28,22,14,7,3,1,11,10,10,2.0,13,12,11,10,9,8,6,10,9,8,8,7,5.0,5.0,3.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,25.0,0,NU,2
Azurill,50,20,40,20,40,20,2.0,0.2,ZU,RS,0,2,0,2,0,2,2,8,0,0,0,0,0,2,3,2,1,0,0,1,7,5,1,1,1,0,6,5,4,1.0,8,6,5,4,3,2,2,4,4,4,4,3,1.0,1.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,85.71428571428571,0,ZU,0
Mawile,50,85,85,55,55,50,11.5,0.6,ZU,RS,0,2,0,8,1,2,2,16,2,0,0,0,0,2,4,2,1,0,0,1,27,19,12,9,6,2,12,11,9,2.0,12,10,10,9,7,6,4,12,11,10,9,8,4.0,4.0,3.0,2.0,1.0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,61.53846153846154,61.53846153846154,0,ZU,0
Feebas,20,15,20,10,55,80,7.4,0.6,ZU,RS,0,2,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,4,2,2,1,0,4,3,3,1.0,8,6,5,4,3,2,2,5,5,5,5,3,1.0,1.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,66.66666666666666,0,ZU,0
Duskull,20,40,90,30,90,25,15.0,0.8,ZU,RS,0,2,0,2,0,2,1,8,0,0,1,0,0,0,3,2,0,0,0,1,6,4,1,1,1,1,5,5,2,2.0,10,9,8,7,7,5,2,7,6,6,5,4,2.0,2.0,1.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,ZU,0
Dusclops,40,70,130,60,130,25,30.6,1.6,ZU,RS,0,2,0,2,0,2,1,8,0,0,1,0,0,0,3,2,0,0,0,1,19,11,7,5,2,2,10,10,8,3.0,10,9,8,7,7,5,2,8,6,6,5,5,3.0,3.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,65.21739130434783,65.21739130434783,0,ZU,0
Regirock,80,100,200,50,100,50,230.0,1.7,PU,RS,1,5,0,4,0,0,1,-1,2,0,0,0,0,0,3,0,2,0,0,2,28,22,15,11,7,2,8,8,8,2.0,6,5,5,5,4,3,1,6,6,6,6,5,3.0,3.0,3.0,1.0,1.0,3,0,1.0,1.0,0.0,0.0,0.0,0.0,64.28571428571429,64.28571428571429,0,PU,1
Regice,80,50,100,100,200,50,175.0,1.8,PU,RS,1,4,0,1,0,0,1,-3,0,0,0,0,0,0,3,0,0,0,0,2,24,18,12,9,5,1,7,7,7,2.0,8,6,6,5,4,3,2,7,6,6,6,5,4.0,4.0,3.0,1.0,1.0,3,0,1.0,1.0,0.0,0.0,0.0,0.0,64.28571428571429,64.28571428571429,0,ZU,0
Registeel,80,75,150,75,150,50,205.0,1.9,RU,RS,3,3,0,10,0,1,1,11,2,0,0,0,0,0,3,0,0,0,0,2,25,19,12,9,5,1,9,9,7,3.0,6,5,5,4,3,2,1,6,5,5,5,4,4.0,4.0,4.0,2.0,1.0,3,0,1.0,1.0,0.0,0.0,0.0,0.0,64.28571428571429,64.28571428571429,0,RU,3
Wingull,40,30,30,55,30,85,9.5,0.6,ZU,RS,0,1,1,5,0,1,2,6,0,1,0,0,3,2,3,1,0,1,0,3,5,4,2,2,1,0,5,5,3,2.0,7,6,5,4,4,4,3,7,6,5,5,4,2.0,2.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ZU,0
Pelipper,60,50,100,95,70,65,28.0,1.2,OU,RS,5,1,1,5,0,1,2,6,0,1,0,0,3,2,3,1,0,1,1,3,9,7,5,5,2,1,7,7,5,3.0,9,8,7,6,6,5,4,7,6,5,5,4,4.0,4.0,1.0,1.0,1.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,OU,5
Torkoal,70,85,140,85,70,20,80.4,0.5,ZU,RS,0,3,0,6,0,0,1,3,2,1,0,0,0,0,5,0,0,0,1,2,16,14,9,7,5,2,6,6,5,2.0,12,11,11,11,9,7,5,5,5,5,5,4,2.0,2.0,2.0,2.0,2.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,64.28571428571429,0,ZU,0
Lunatone,90,55,65,95,85,70,168.0,1.0,ZU,RS,0,7,0,5,0,0,2,-2,2,0,0,0,0,0,4,0,0,1,0,2,17,17,10,6,5,2,6,6,5,1.0,13,11,11,10,9,7,4,8,8,8,7,7,3.0,3.0,2.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,ZU,0
Solrock,90,95,85,55,65,70,154.0,1.2,PU,RS,1,7,0,5,0,0,2,-2,2,0,0,0,0,0,4,0,0,1,0,2,18,18,11,7,6,3,7,7,6,2.0,12,11,11,11,9,7,5,7,7,7,6,5,3.0,2.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,ZU,0
Trapinch,45,100,45,45,45,10,15.0,0.7,ZU,RS,0,3,0,2,0,1,1,3,0,0,0,0,0,0,0,2,2,0,0,1,11,10,4,4,2,1,7,6,5,2.0,3,2,2,2,2,1,0,4,4,3,2,2,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,75.0,0,ZU,0
Vibrava,50,70,50,50,50,70,15.3,1.1,ZU,RS,0,2,1,3,0,1,2,3,0,1,0,0,3,0,0,2,2,1,0,1,15,14,8,8,2,1,10,9,7,3.0,9,8,8,8,7,5,3,6,6,6,6,5,2.0,2.0,2.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,ZU,0
Flygon,80,100,80,80,80,100,82.0,2.0,RU,RS,3,2,1,3,0,1,2,3,0,1,0,0,3,0,4,2,2,1,0,1,23,19,13,11,3,2,12,11,10,3.0,12,11,11,11,9,7,5,6,6,6,6,5,3.0,3.0,2.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,NU,2
Zigzagoon,38,30,41,30,41,60,17.5,0.4,ZU,RS,0,1,0,0,0,1,1,3,0,0,0,0,0,0,3,2,0,0,0,2,9,7,4,2,0,0,9,8,5,2.0,11,9,8,7,5,3,2,6,6,6,6,5,2.0,2.0,0.0,0.0,0.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,0,ZU,0
Linoone,78,70,61,50,61,100,32.5,0.5,RU,RS,3,1,0,0,0,1,1,3,0,0,0,0,0,0,3,2,0,0,0,2,14,11,7,4,1,0,11,10,7,2.0,11,9,8,7,5,3,2,6,6,6,6,5,3.0,3.0,1.0,1.0,1.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,0,RU,3
Lotad,40,30,30,40,50,30,2.6,0.5,ZU,RS,0,3,0,2,1,0,2,1,0,0,0,0,0,0,4,0,2,1,0,5,8,6,3,1,0,0,5,4,3,1.0,8,7,6,5,4,2,2,4,4,4,4,4,1.0,1.0,0.0,0.0,0.0,1,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,ZU,0
Lombre,60,50,50,60,70,50,32.5,1.2,ZU,RS,0,3,0,2,1,0,2,1,0,0,0,0,0,2,4,1,2,1,0,5,16,10,7,3,1,0,10,9,8,1.0,11,9,8,7,5,3,3,5,5,5,5,4,2.0,2.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,ZU,0
Ludicolo,80,70,70,90,100,70,55.0,1.5,PU,RS,1,3,0,2,1,0,2,1,0,0,0,0,0,2,4,1,2,1,0,5,18,11,8,4,1,0,10,9,8,2.0,13,11,10,9,7,5,4,6,6,6,6,5,5.0,5.0,3.0,1.0,1.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,ZU,0
Seedot,40,40,50,30,30,30,4.0,0.5,ZU,RS,0,5,0,4,0,0,1,-1,0,1,0,0,0,0,4,2,2,1,0,5,10,9,4,3,2,0,7,5,4,1.0,3,3,3,3,2,1,0,3,3,3,3,2,0.0,0.0,0.0,0.0,0.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,63.63636363636363,63.63636363636363,0,ZU,0
Nuzleaf,70,70,40,60,40,60,28.0,1.0,ZU,RS,0,6,1,6,0,1,2,2,0,1,0,0,0,0,4,2,2,1,0,5,19,14,7,5,3,1,8,7,6,1.0,5,5,5,4,3,1,0,7,6,6,6,5,1.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,63.63636363636363,63.63636363636363,0,ZU,0
Shiftry,90,100,60,90,60,80,59.6,1.3,ZU,RS,0,6,1,6,0,1,2,2,0,1,0,0,0,2,4,2,2,1,0,5,23,17,9,7,3,1,9,8,8,1.0,11,10,10,9,8,5,2,11,10,9,9,8,4.0,4.0,3.0,1.0,1.0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,63.63636363636363,63.63636363636363,0,ZU,0
Nincada,31,45,90,30,30,40,5.5,0.5,ZU,RS,0,4,0,3,0,1,2,3,0,0,0,0,0,0,2,0,2,0,0,1,4,4,1,1,0,0,6,6,3,1.0,3,3,3,3,3,3,1,6,4,3,3,2,0.0,0.0,0.0,0.0,0.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,ZU,0
Ninjask,61,90,45,50,50,160,12.0,0.8,RU,RS,3,4,1,1,2,1,2,3,0,1,0,0,3,0,5,0,2,1,0,1,7,6,3,2,0,0,6,6,3,1.0,4,4,4,4,4,4,1,6,4,4,4,3,1.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,55.55555555555556,0,NU,2
